show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,semantic_tags
s4003,Movie,Bombairiya,Pia Sukanya,"Radhika Apte, Siddhant Kapoor, Akshay Oberoi, Adil Hussain, Amit Sial, Ravi Kishan, Ajinkya Deo, Shilpa Shukla","United Arab Emirates, United Kingdom, India","March 15, 2019",2018,TV-MA,108 min,"Comedies, Dramas, International Movies","A PR agent trying to find her stolen phone, a politician in trouble, and a fading celebrity find their lives intertwining in unexpected, messy ways.",pia-sukanya | sukanya | radhika-apte | apte | siddhant-kapoor | kapoor | akshay-oberoi | oberoi | adil-hussain | hussain | amit-sial | sial | ravi-kishan | kishan | comedies | dramas | international-movies | 2010s | modern | movie
s4004,Movie,Burn Out,Yann Gozlan,"Olivier Rabourdin, FranÃ§ois Civil, Manon Azem, Samuel Jouy, Narcisse Mame, NaÃ«l Rabia, Sam Louwyck, Luc Schwarz, Mario Magalhaes, Marc-Antoine Duquenne","France, Belgium","March 15, 2019",2017,TV-MA,104 min,"Action & Adventure, International Movies","When his son's mom runs afoul of Paris's criminal underworld, a thrill-seeking superbike racer begins moonlighting as a drug courier to clear her debt.",yann-gozlan | gozlan | olivier-rabourdin | rabourdin | franã§ois-civil | civil | manon-azem | azem | samuel-jouy | jouy | narcisse-mame | mame | naã«l-rabia | rabia | action-and-adventure | international-movies | 2010s | modern | movie | family
s4005,Movie,Edoardo Ferrario: Temi Caldi,Francesco Imperato,Edoardo Ferrario,Italy,"March 15, 2019",2019,TV-MA,65 min,Stand-Up Comedy,"Italian comedian Edoardo Ferrario riffs on life at 30 and unpacks the peculiarities of global travel, social media and people who like craft beer.",francesco-imperato | imperato | edoardo-ferrario | ferrario | stand-up-comedy | 2010s | modern | movie
s4006,Movie,Girl,Lukas Dhont,"Victor Polster, Arieh Worthalter, Oliver Bodart, Tijmen Govaerts, Katelijne Damen, Valentijn Dhaenens, Magali Elali, Alice de Broqueville, Chris Thys, Angelo Tijssens","Netherlands, Belgium","March 15, 2019",2018,R,106 min,"Dramas, International Movies, LGBTQ Movies",Fifteen-year-old ballet dancer Lara faces physical and emotional hurdles as she prepares for gender confirmation surgery. Inspired by a true story.,lukas-dhont | dhont | victor-polster | polster | arieh-worthalter | worthalter | oliver-bodart | bodart | tijmen-govaerts | govaerts | katelijne-damen | damen | valentijn-dhaenens | dhaenens | dramas | international-movies | lgbtq-movies | 2010s | modern | movie
s4007,TV Show,If I Hadn't Met You,,"Pablo Derqui, Mercedes Sampietro, Andrea Ros, Javier BeltrÃ¡n, Paula Malia, David Vert, Muguet Franc, Miquel GarcÃ­a Borda, Berta Garcia, Joel Bramona, Montse Guallar, Abel Folk, Sergi LÃ³pez, Ãscar Jarque, Eli Iranzo",Spain,"March 15, 2019",2018,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Eduard, a husband and father who loses his family in a tragic accident, travels to parallel universes to seek a better fate for his beloved wife.",pablo-derqui | derqui | mercedes-sampietro | sampietro | andrea-ros | ros | javier-beltrã¡n | beltrã¡n | paula-malia | malia | david-vert | vert | international-tv-shows | romantic-tv-shows | tv-dramas | 2010s | modern | tv-show | family | romance
s4009,Movie,Jeff Dunham: Controlled Chaos,"Michael Simon, Matthew McNeil",Jeff Dunham,United States,"March 15, 2019",2011,TV-MA,97 min,Stand-Up Comedy,"Politically incorrect and often raunchy humor pepper ventriloquist Dunham's live concert performance featuring characters Walter, Achmed and Peanut.",michael-simon | simon | matthew-mcneil | mcneil | jeff-dunham | dunham | stand-up-comedy | 2010s | modern | movie | comedy
s4010,Movie,Jeff Dunham: Minding the Monsters,Manny Rodriguez,Jeff Dunham,United States,"March 15, 2019",2012,TV-MA,80 min,Stand-Up Comedy,"Jeff Dunham returns with a haunted house full of his hysterical entourage, and each character stars in its own horror movie trailer.",manny-rodriguez | rodriguez | jeff-dunham | dunham | stand-up-comedy | 2010s | modern | movie | horror
s4011,Movie,Jeff Dunham's Very Special Christmas Special,Michael Simon,"Jeff Dunham, Brian Haner",United States,"March 15, 2019",2008,TV-MA,85 min,Stand-Up Comedy,"Politically incorrect, sometimes raunchy ventriloquist Jeff Dunham is joined by his irreverent cast of characters in this hilarious Christmas special.",michael-simon | simon | jeff-dunham | dunham | brian-haner | haner | stand-up-comedy | 2000s | classic | movie
s4012,Movie,Late Life: The Chien-Ming Wang Story,Frank W Chen,Chien-Ming Wang,"United States, Taiwan","March 15, 2019",2018,TV-14,98 min,"Documentaries, Sports Movies",Injuries sidelined the bright career of New York Yankees pitcher Chien-Ming Wang. This documentary captures his relentless battle back to the majors.,frank-w-chen | chen | chien-ming-wang | wang | documentaries | sports-movies | 2010s | modern | movie | action
s4013,TV Show,My Pride,,"Khaled Amin, Elham Al Fadalah, Fatima Al Safi, Fahad Basim, Farah ElSaraf, Hala",,"March 15, 2019",2018,TV-14,1 Season,"International TV Shows, TV Dramas","After their mother's death, Amal and her brothers struggle to live with their authoritarian father, whose cruelty and neglect break the family apart.",khaled-amin | amin | elham-al-fadalah | fadalah | fatima-al-safi | safi | fahad-basim | basim | farah-elsaraf | elsaraf | hala | international-tv-shows | tv-dramas | 2010s | modern | tv-show | family
s4014,Movie,Paskal,Adrian Teh,"Hairul Azreen, Ammar Alfian, Jasmine Suraya, Henley Hii, Hafizul Kamal, Theebaan Govindasamy, Gambit Saifullah, Taufiq Hanafi, Nam Ron, Amerul Affendi, Tiger Chen",Malaysia,"March 15, 2019",2018,TV-14,115 min,"Action & Adventure, Dramas, International Movies",Naval unit PASKAL is among the most elite special forces in Malaysia. But all bets are off when one of its own stages a hijacking. Based on true events.,adrian-teh | teh | hairul-azreen | azreen | ammar-alfian | alfian | jasmine-suraya | suraya | henley-hii | hii | hafizul-kamal | kamal | theebaan-govindasamy | govindasamy | action-and-adventure | dramas | international-movies | 2010s | modern | movie
s4015,TV Show,Robozuna,,"Taylor Clarke-Hill, Tom Clarke-Hill, Larissa Murray, Brianna Price, Michael Obiora, Morwenna Banks, Rufus Jones, Duncan Wisbey, Danny John-Jules, Ali A",United Kingdom,"March 15, 2019",2018,TV-Y7,2 Seasons,"British TV Shows, Kids' TV",A boy and his homemade robot enter the toughest competition in the universe while attempting to free their oppressed home from an evil empire.,taylor-clarke-hill | clarke-hill | tom-clarke-hill | larissa-murray | murray | brianna-price | price | michael-obiora | obiora | morwenna-banks | banks | british-tv-shows | kids'-tv | 2010s | modern | tv-show
s4016,TV Show,The Disappearance of Madeleine McCann,,,,"March 15, 2019",2019,TV-14,1 Season,"Crime TV Shows, Docuseries","The documentary takes a detailed look at the disappearance of 3-year-old Madeleine McCann, who vanished while on holiday with her family.",crime-tv-shows | docuseries | 2010s | modern | tv-show | family
s4017,TV Show,Turn Up Charlie,,"Idris Elba, Piper Perabo, JJ Feild, Frankie Hervey, Guz Khan",United Kingdom,"March 15, 2019",2019,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Comedies",A down-and-out DJ plots to rebuild his music career while working as a nanny for his famous best friend's wild 11-year-old daughter.,idris-elba | elba | piper-perabo | perabo | jj-feild | feild | frankie-hervey | hervey | guz-khan | khan | british-tv-shows | international-tv-shows | tv-comedies | 2010s | modern | tv-show | family | friendship
s4018,Movie,A Love Story,Maryo J. De los Reyes,"Maricel Soriano, Aga Muhlach, Angelica Panganiban, Dante Rivero, Chin Chin Gutierrez, Bobby Andrews, TJ Trinidad, Baron Geisler, John Arcilla, Gerald Madrid",Philippines,"March 14, 2019",2007,TV-14,117 min,"Dramas, International Movies, Romantic Movies","Self-made millionaire Ian thinks he's found happiness when he marries caring Joanna, but his love is put to the test when he meets stewardess Karyn.",maryo-j.-de-los-reyes | reyes | maricel-soriano | soriano | aga-muhlach | muhlach | angelica-panganiban | panganiban | dante-rivero | rivero | chin-chin-gutierrez | gutierrez | bobby-andrews | andrews | dramas | international-movies | romantic-movies | 2000s | classic | movie
s4019,Movie,Barcelona: A Love Untold,Olivia M. Lamasan,"Kathryn Bernardo, Daniel Padilla, Joshua Garcia, Aiko Melendez, Joey Marquez, Ricky Davao, Maria Isabel Lopez, Ana Capri, Cris Villanueva",Philippines,"March 14, 2019",2016,TV-14,132 min,"Dramas, International Movies, Romantic Movies","While pursuing a degree in Spain, an architecture student struggling with grief meets a fellow expatriate trying to flee a difficult family life.",olivia-m.-lamasan | lamasan | kathryn-bernardo | bernardo | daniel-padilla | padilla | joshua-garcia | garcia | aiko-melendez | melendez | joey-marquez | marquez | ricky-davao | davao | dramas | international-movies | romantic-movies | 2010s | modern | movie
s4020,Movie,Everything About Her,Joyce Bernal,"Angel Locsin, Xian Lim, Vilma Santos, Michael De Mesa, Nonie Buencamino, Khalil Ramos, Devon Seron, Alexa Ilacad, Nor Domingo, Robert Villar",Philippines,"March 14, 2019",2016,TV-MA,127 min,"Comedies, Dramas, International Movies",A hard-driving real estate tycoon who becomes ill with cancer hires a medical caretaker who helps her begin to mend fences with her estranged son.,joyce-bernal | bernal | angel-locsin | locsin | xian-lim | lim | vilma-santos | santos | michael-de-mesa | mesa | nonie-buencamino | buencamino | khalil-ramos | ramos | comedies | dramas | international-movies | 2010s | modern | movie
s4021,Movie,Finally Found Someone,Theodore Boborol,"John Lloyd Cruz, Sarah Geronimo, Enchong Dee, Christian Bables, Joey Marquez, Yayo Aguila, Tetchie Agbayani, Dennis Padilla, Leo Rialp, Alwyn Uytingco",Philippines,"March 14, 2019",2017,TV-14,125 min,"International Movies, Romantic Movies","After a woman is very publicly left at the altar, the PR expert hired to fix the situation winds up falling in love with her.",theodore-boborol | boborol | john-lloyd-cruz | cruz | sarah-geronimo | geronimo | enchong-dee | dee | christian-bables | bables | joey-marquez | marquez | yayo-aguila | aguila | international-movies | romantic-movies | 2010s | modern | movie | romance
s4022,Movie,Seven Sundays,Cathy Garcia-Molina,"Ronaldo Valdez, Aga Muhlach, Dingdong Dantes, Enrique Gil, Cristine Reyes, Donita Rose, Ketchup Eusebio, Kean Cipriano",Philippines,"March 14, 2019",2017,TV-MA,128 min,"Comedies, Dramas, International Movies","A dying father asks his busy and grown children to spend their Sundays with him, forcing his family to confront their issues before it's too late.",cathy-garcia-molina | garcia-molina | ronaldo-valdez | valdez | aga-muhlach | muhlach | dingdong-dantes | dantes | enrique-gil | gil | cristine-reyes | reyes | donita-rose | rose | comedies | dramas | international-movies | 2010s | modern | movie
s4023,TV Show,More to Say,,"Yousra, Naglaa Badr, Sherine Reda, Ahmed Hatem, Hesham Selim, Ingi Abou Zeid, Farouk El Fishawy, Mahmoud Fares, Tayam Amar, Heba Abdelaziz, Heba Abdelghany, Mariam El Khosht",Egypt,"March 13, 2019",2018,TV-14,1 Season,"International TV Shows, TV Dramas, TV Mysteries","After her son dies in an accident, a legal consultant is forced to prove her innocence when she's accused of his murder.",yousra | naglaa-badr | badr | sherine-reda | reda | ahmed-hatem | hatem | hesham-selim | selim | ingi-abou-zeid | zeid | international-tv-shows | tv-dramas | tv-mysteries | 2010s | modern | tv-show | family | crime
s4024,TV Show,The Land of Hypocrisy,,"Mohamed Henedy, Dalal Abdel Aziz, Hana Shiha, Mohammed Tharwat, Salwa Mohammed, Mohammed Hafiz, Ibrahim Issa, Leila Ezz Al Arab, Mohammed Mahmoud",Egypt,"March 13, 2019",2018,TV-14,1 Season,"International TV Shows, TV Comedies, TV Sci-Fi & Fantasy",A hardworking man in a thankless job meets a mysterious doctor who sells him powerful pills that throw his life into disarray.,mohamed-henedy | henedy | dalal-abdel-aziz | aziz | hana-shiha | shiha | mohammed-tharwat | tharwat | salwa-mohammed | mohammed | mohammed-hafiz | hafiz | international-tv-shows | tv-comedies | tv-sci-fi-and-fantasy | 2010s | modern | tv-show
s4025,Movie,Triple Frontier,J.C. Chandor,"Ben Affleck, Oscar Isaac, Charlie Hunnam, Pedro Pascal, Garrett Hedlund, Adria Arjona",United States,"March 13, 2019",2019,R,126 min,Action & Adventure,"Loyalties are tested when five former special forces operatives reunite to steal a drug lord's fortune, unleashing a chain of unintended consequences.",j.c.-chandor | chandor | ben-affleck | affleck | oscar-isaac | isaac | charlie-hunnam | hunnam | pedro-pascal | pascal | garrett-hedlund | hedlund | adria-arjona | arjona | action-and-adventure | 2010s | modern | movie
s4026,Movie,Jimmy Carr: The Best of Ultimate Gold Greatest Hits,Brian Klein,Jimmy Carr,,"March 12, 2019",2019,TV-MA,58 min,Stand-Up Comedy,Nothing is off limits as Jimmy Carr serves up the most outrageous jokes from his stand-up career in a special that's not for the faint of heart.,brian-klein | klein | jimmy-carr | carr | stand-up-comedy | 2010s | modern | movie
s4027,TV Show,Eugenie Nights,,"Ameena Khalil, Zafer Abdeen, Injy El Mokkaddem, Khaled Kamal, Cherif Hafez, Carmen Bsaibes, Mourad Makram, Leila Ezz Al Arab, Asmaa Abou El Yazeed, Nadine Nassib Njeim",Egypt,"March 11, 2019",2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","In 1940s Port Said, Kariman finds comfort and solace in the arms of an unhappily married man, who also happens to be her abusive husband's brother.",ameena-khalil | khalil | zafer-abdeen | abdeen | injy-el-mokkaddem | mokkaddem | khaled-kamal | kamal | cherif-hafez | hafez | carmen-bsaibes | bsaibes | international-tv-shows | romantic-tv-shows | tv-dramas | 2010s | modern | tv-show
s4028,TV Show,This Evening,,"Eyad Nassar, Ahmed Dawood, Mohamed Farraag, Hanan Motawie, Arwa Gouda, Bassel Alzaro",Egypt,"March 11, 2019",2017,TV-14,1 Season,"International TV Shows, TV Dramas",The lives of a wealthy couple hiding their marital problems intersect with a group of hackers and the young women they exploit.,eyad-nassar | nassar | ahmed-dawood | dawood | mohamed-farraag | farraag | hanan-motawie | motawie | arwa-gouda | gouda | bassel-alzaro | alzaro | international-tv-shows | tv-dramas | 2010s | modern | tv-show
s4029,TV Show,Into the Badlands,,"Daniel Wu, Emily Beecham, Sarah Bolger, Oliver Stark, Orla Brady, Ally Ioannides, Stephen Lang, Marton Csokas, Madeleine Mantock, Aramis Knight",United States,"March 10, 2019",2018,TV-MA,3 Seasons,TV Action & Adventure,"Dreaming of escaping to a distant city, a ferocious warrior and a mysterious boy tangle with territorial warlords and their highly trained killers.",daniel-wu | emily-beecham | beecham | sarah-bolger | bolger | oliver-stark | stark | orla-brady | brady | ally-ioannides | ioannides | tv-action-and-adventure | 2010s | modern | tv-show | action
s4031,TV Show,Disappearance,,"Nelly Karim, Mohamed Mamdouh, Hesham Selim",Egypt,"March 8, 2019",2018,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries","A university lecturer in Russia returns to Egypt after her husband's sudden disappearance, uncovering further mysteries the more she investigates.",nelly-karim | karim | mohamed-mamdouh | mamdouh | hesham-selim | selim | international-tv-shows | tv-dramas | tv-mysteries | 2010s | modern | tv-show
s4032,Movie,Hajwala 2: Mysterious Mission,"Ibrahim Bin Mohamed, Hasan Aljaberi","Hussain Al Hosani, Ali Almarzouqi, Abdullah Al Yousef, Omar Al Hafidh, Meral Niazi, Yaser Hassan, Fatema Almansoori, Ahmed El Mohammdi",United Arab Emirates,"March 8, 2019",2018,TV-14,116 min,"Action & Adventure, Comedies, International Movies","In this sequel, a group of expert drivers skilled in drifting and high-speed racing is recruited to perform obscure tasks for a shadowy gang.",ibrahim-bin-mohamed | mohamed | hasan-aljaberi | aljaberi | hussain-al-hosani | hosani | ali-almarzouqi | almarzouqi | abdullah-al-yousef | yousef | omar-al-hafidh | hafidh | meral-niazi | niazi | yaser-hassan | hassan | action-and-adventure | comedies | international-movies | 2010s
s4033,TV Show,Immortals,,"Kerem BÃ¼rsin, ElÃ§in Sangu, Birkan Sokullu, Selma ErgeÃ§, TÃ¼rkÃ¼ Turan, Nilperi Åahinkaya, Efecan Åenolsun, Elit Ä°Åcan",Turkey,"March 8, 2019",2018,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror","Driven by revenge, human-turned-vampire Mia sets out to vanquish Dmitry, a ruthless vampire leader who seeks an artifact that grants immortality.",kerem-bã¼rsin | bã¼rsin | elã§in-sangu | sangu | birkan-sokullu | sokullu | selma-ergeã§ | ergeã§ | tã¼rkã¼-turan | turan | nilperi-åahinkaya | åahinkaya | international-tv-shows | tv-dramas | tv-horror | 2010s | modern | tv-show
s4034,Movie,Juanita,Clark Johnson,"Alfre Woodard, Adam Beach, LaTanya Richardson Jackson, Marcus Henderson, Blair Underwood, Ashlie Atkinson, Tsulan Cooper",United States,"March 8, 2019",2019,TV-MA,90 min,"Dramas, Independent Movies, Romantic Movies","Burdened by troubles in life and love, a mother of three grown children searches for hope and healing on an impromptu trip to Paper Moon, Montana.",clark-johnson | johnson | alfre-woodard | woodard | adam-beach | beach | latanya-richardson-jackson | jackson | marcus-henderson | henderson | blair-underwood | underwood | ashlie-atkinson | atkinson | dramas | independent-movies | romantic-movies | 2010s | modern | movie
s4036,TV Show,The Confrontation,,"Hussein Almansour, Shujoon, Mohammed Alalawi, Noor Alghandour, Fahad Basim, Hamad Ashkanani",,"March 8, 2019",2018,TV-PG,1 Season,"International TV Shows, TV Dramas","A woman struggling with sleep paralysis begins a complicated relationship with the director of a media company, whose colleagues conspire against him.",hussein-almansour | almansour | shujoon | mohammed-alalawi | alalawi | noor-alghandour | alghandour | fahad-basim | basim | hamad-ashkanani | ashkanani | international-tv-shows | tv-dramas | 2010s | modern | tv-show
s4037,Movie,Walk. Ride. Rodeo.,Conor Allyn,"Spencer Locke, Missi Pyle, Sherri Shepherd, Bailey Chase, Alyvia Alyn Lind, Max Ehrich, Corbin Bleu, Kathleen Rose Perkins",United States,"March 8, 2019",2019,TV-PG,100 min,"Children & Family Movies, Dramas","In the wake of an accident that leaves her paralyzed, a champion rodeo rider vows to get back on her horse and compete again. Based on a true story.",conor-allyn | allyn | spencer-locke | locke | missi-pyle | pyle | sherri-shepherd | shepherd | bailey-chase | chase | alyvia-alyn-lind | lind | max-ehrich | ehrich | children-and-family-movies | dramas | 2010s | modern | movie
s4038,Movie,Nappily Ever After,Haifaa Al-Mansour,"Sanaa Lathan, Ricky Whittle, Lynn Whitfield, Lyriq Bent, Ernie Hudson",United States,"March 7, 2019",2018,TV-MA,99 min,"Comedies, Dramas, Romantic Movies","When a perfectionist ad exec experiences a romantic setback, she embarks on a journey of self-discovery that begins with a dramatic hair makeover.",haifaa-al-mansour | al-mansour | sanaa-lathan | lathan | ricky-whittle | whittle | lynn-whitfield | whitfield | lyriq-bent | bent | ernie-hudson | hudson | comedies | dramas | romantic-movies | 2010s | modern | movie | romance | drama
s4040,Movie,Starting Over Again,Olivia M. Lamasan,"Piolo Pascual, Toni Gonzaga, Iza Calzado",Philippines,"March 7, 2019",2014,TV-14,128 min,"Dramas, International Movies, Romantic Movies","An architecture student and a history professor fall in love, pursue a dream, split up and bump into each other years later. Can there be a second chance?",olivia-m.-lamasan | lamasan | piolo-pascual | pascual | toni-gonzaga | gonzaga | iza-calzado | calzado | dramas | international-movies | romantic-movies | 2010s | modern | movie | romance
s4041,Movie,That Thing Called Tadhana,Antoinette Jadaone,"Angelica Panganiban, JM de Guzman",Philippines,"March 7, 2019",2015,TV-MA,91 min,"Dramas, International Movies, Romantic Movies","A devastating breakup with her boyfriend may be the start of a new beginning for Mace, thanks to an adventurous and kind stranger named Anthony.",antoinette-jadaone | jadaone | angelica-panganiban | panganiban | jm-de-guzman | guzman | dramas | international-movies | romantic-movies | 2010s | modern | movie | friendship
s4042,Movie,The Love Affair,Nuel Naval,"Richard Gomez, Dawn Zulueta, Bea Alonzo, Tom Rodriguez, Tetchie Agbayani, Al Tantay, Ana Capri, Ina Feleo",Philippines,"March 7, 2019",2015,TV-MA,127 min,"Dramas, International Movies, Romantic Movies","Feeling betrayed by their romantic partners' infidelity, Adrianne and Vince struggle to forgive while finding comfort with each other.",nuel-naval | naval | richard-gomez | gomez | dawn-zulueta | zulueta | bea-alonzo | alonzo | tom-rodriguez | rodriguez | tetchie-agbayani | agbayani | al-tantay | tantay | dramas | international-movies | romantic-movies | 2010s | modern | movie
s4043,TV Show,American Crime Story: The People v. O.J. Simpson,,"Cuba Gooding Jr., Sarah Paulson, John Travolta, Courtney B. Vance, Sterling K. Brown, Kenneth Choi, Christian Clemenson, Bruce Greenwood, Nathan Lane, David Schwimmer, Chris Bauer, Jordana Brewster, Selma Blair, Connie Britton",United States,"March 6, 2019",2016,TV-MA,1 Season,"Crime TV Shows, TV Dramas","This anthology series dramatizes historic criminal cases in the U.S., including the O.J. Simpson trial and Andrew Cunanan's 1997 murder spree.",cuba-gooding-jr. | jr. | sarah-paulson | paulson | john-travolta | travolta | courtney-b.-vance | vance | sterling-k.-brown | brown | kenneth-choi | choi | crime-tv-shows | tv-dramas | 2010s | modern | tv-show | family | drama | crime
s4044,TV Show,Secret City,,"Anna Torv, Jacki Weaver, Dan Wyllie, Alex Dimitriades, Damon Herriman, Mekhi Phifer, Eugenia Yuan, Matt Zeremes, Alan Dale",Australia,"March 6, 2019",2016,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries",A student's protest leads to a government scandal that has personal and professional repercussions for one of Australia's toughest journalists.,anna-torv | torv | jacki-weaver | weaver | dan-wyllie | wyllie | alex-dimitriades | dimitriades | damon-herriman | herriman | mekhi-phifer | phifer | international-tv-shows | tv-dramas | tv-mysteries | 2010s | modern | tv-show | family
s4045,TV Show,A Korean Odyssey,,"Lee Seung-gi, Cha Seung-won, Oh Yeon-seo, Lee Hong-gi, Jang Gwang, Lee Se-young",South Korea,"March 5, 2019",2017,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",A self-serving mythical creature's bid for invincibility backfires when he finds himself at the mercy of a woman who can see otherworldly beings.,lee-seung-gi | seung-gi | cha-seung-won | seung-won | oh-yeon-seo | yeon-seo | lee-hong-gi | hong-gi | jang-gwang | gwang | lee-se-young | se-young | international-tv-shows | korean-tv-shows | romantic-tv-shows | 2010s | modern | tv-show
s4046,Movie,The Hard Way,Keoni Waxman,"Michael Jai White, Luke Goss, Randy Couture, Madalina Anea, Grant Campbell, George Remes, Ovidiu Niculescu, Adreea Diac, Michaela Holla, Bogden Farcas",United States,"March 5, 2019",2019,TV-MA,94 min,Action & Adventure,"After learning his brother died on a mission in Romania, a former soldier teams up with two allies to hunt down a mysterious enemy and exact revenge.",keoni-waxman | waxman | michael-jai-white | white | luke-goss | goss | randy-couture | couture | madalina-anea | anea | grant-campbell | campbell | george-remes | remes | action-and-adventure | 2010s | modern | movie
s4047,Movie,Everyday I Love You,Mae Czarina Cruz,"Enrique Gil, Liza Soberano, Gerald Anderson, Aiko Melendez, Carmina Villaroel, Ariel Rivera, Marissa Delgado, Liza Lorena",Philippines,"March 4, 2019",2015,TV-14,124 min,"Dramas, International Movies, Romantic Movies","While patiently waiting for her boyfriend to come out of his coma, Audrey finds herself falling for the caring and successful Ethan.",mae-czarina-cruz | cruz | enrique-gil | gil | liza-soberano | soberano | gerald-anderson | anderson | aiko-melendez | melendez | carmina-villaroel | villaroel | ariel-rivera | rivera | dramas | international-movies | romantic-movies | 2010s | modern | movie
s4048,Movie,No Other Woman,Ruel S. Bayani,"Anne Curtis, Derek Ramsay, Cristine Reyes, Tirso Cruz III, Carmi Martin, John Arcilla, Marlann Flores, Ron Morales, Kat Alano",Philippines,"March 4, 2019",2011,TV-MA,103 min,"Dramas, International Movies, Romantic Movies","A happily married man gives in to temptation when a wealthy client pursues him, setting off a torrid love triangle.",ruel-s.-bayani | bayani | anne-curtis | curtis | derek-ramsay | ramsay | cristine-reyes | reyes | tirso-cruz-iii | iii | carmi-martin | martin | john-arcilla | arcilla | dramas | international-movies | romantic-movies | 2010s | modern | movie
s4049,Movie,River's Edge,Isao Yukisada,"Fumi Nikaido, Ryo Yoshizawa, Shuhei Uesugi, Sumire, Shiori Doi, Aoi Morikawa",Japan,"March 2, 2019",2018,TV-MA,118 min,"Dramas, International Movies","High schooler Haruna befriends loner Yamada, then is drawn into the tangled relationship between him, a model and the girl who loves him unreasonably.",isao-yukisada | yukisada | fumi-nikaido | nikaido | ryo-yoshizawa | yoshizawa | shuhei-uesugi | uesugi | sumire | shiori-doi | doi | aoi-morikawa | morikawa | dramas | international-movies | 2010s | modern | movie | family | friendship
s4051,Movie,Weapon of Choice,Fritz Ofner,,"Austria, Iraq, United States","March 2, 2019",2018,TV-MA,89 min,"Documentaries, International Movies","Speaking to retailers and owners of the Glock pistol, two filmmakers shed light on the politics of violence and its implications from Chicago to Kirkuk.",fritz-ofner | ofner | documentaries | international-movies | 2010s | modern | movie
s4052,Movie,"2,215",Nottapon Boonprakob,Artiwara Kongmalai,Thailand,"March 1, 2019",2018,TV-MA,89 min,"Documentaries, International Movies, Sports Movies","This intimate documentary follows rock star Artiwara Kongmalai on his historic, 2,215-kilometer charity run across Thailand in 2017.",nottapon-boonprakob | boonprakob | artiwara-kongmalai | kongmalai | documentaries | international-movies | sports-movies | 2010s | modern | movie | action
s4053,Movie,BNK48: Girls Don't Cry,Nawapol Thamrongrattanarit,,Thailand,"March 1, 2019",2018,TV-14,108 min,"Documentaries, International Movies, Music & Musicals","Members of the Thai idol girl group BNK48 open up about their experiences beyond the spotlight, their training and the nature of fame.",nawapol-thamrongrattanarit | thamrongrattanarit | documentaries | international-movies | music-and-musicals | 2010s | modern | movie
s4054,Movie,Budapest,Xavier Gens,"Manu Payet, Jonathan Cohen, Monsieur Poulpe, Alice BelaÃ¯di, Alix Poisson","France, Belgium","March 1, 2019",2018,TV-MA,103 min,"Comedies, International Movies","Two best friends put their careers and marriages on the line when they launch a business hosting outrageous, anything-goes bachelor parties in Hungary.",xavier-gens | gens | manu-payet | payet | jonathan-cohen | cohen | monsieur-poulpe | poulpe | alice-belaã¯di | belaã¯di | alix-poisson | poisson | comedies | international-movies | 2010s | modern | movie | friendship
s4055,TV Show,Cricket Fever: Mumbai Indians,,,India,"March 1, 2019",2019,TV-MA,1 Season,"Docuseries, International TV Shows",Follow Indian Premier League champions Mumbai Indians through the 2018 season in this series featuring insider insights and intense cricket action.,docuseries | international-tv-shows | 2010s | modern | tv-show | family
s4056,TV Show,Larva Island,,"Hong Bum-ki, Eddy Lee, Ahn Hyo-min, Kang Shi-hyun, Tom Wayland, Erica Schroeder",,"March 1, 2019",2019,TV-Y7,2 Seasons,"Kids' TV, Korean TV Shows, TV Comedies","Stranded on a tropical island, two silly larva buddies find slapstick fun in everything from discovering food to meeting new animal friends.",hong-bum-ki | bum-ki | eddy-lee | lee | ahn-hyo-min | hyo-min | kang-shi-hyun | shi-hyun | tom-wayland | wayland | erica-schroeder | schroeder | kids'-tv | korean-tv-shows | tv-comedies | 2010s | modern | tv-show | friendship
s4057,TV Show,Losers,,,,"March 1, 2019",2019,TV-MA,1 Season,Docuseries,"In a ""winning is everything"" society, how do we handle failure? This series profiles athletes who have turned the agony of defeat into human triumph.",docuseries | 2010s | modern | tv-show
s4058,TV Show,Northern Rescue,,"William Baldwin, Kathleen Robertson, Spencer MacPherson, Taylor Thorne, Amalia Williamson, Michelle Nolden, Peter MacNeill, Natalie Lisinska",Canada,"March 1, 2019",2019,TV-14,1 Season,TV Dramas,"After the sudden death of his wife, search and rescue commander John West relocates with his three kids to his rural hometown of Turtle Island Bay.",william-baldwin | baldwin | kathleen-robertson | robertson | spencer-macpherson | macpherson | taylor-thorne | thorne | amalia-williamson | williamson | michelle-nolden | nolden | tv-dramas | 2010s | modern | tv-show
